id,timestamp,release_name,release_id,is_prerelease,asset_name,os_name,architecture,java_type,total_downloads
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23-1.x86_64.rpm,,x86,jdk,1
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_aix-ppc64_bin-symbols.tar.gz,aix,,jdk,0
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_aix-ppc64_bin.tar.gz,aix,,jdk,1
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_linux-aarch64_bin-symbols.tar.gz,linux,aarch64,jdk,0
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_linux-aarch64_bin.tar.gz,linux,aarch64,jdk,1
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_linux-ppc64le_bin-symbols.tar.gz,linux,ppc64le,jdk,0
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_linux-ppc64le_bin.tar.gz,linux,ppc64le,jdk,1
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_linux-x64-musl_bin-symbols.tar.gz,linux,x64,jdk,0
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_linux-x64-musl_bin.tar.gz,linux,x64,jdk,1
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_linux-x64_bin-symbols.tar.gz,linux,x64,jdk,0
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_linux-x64_bin.tar.gz,linux,x64,jdk,1
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_macos-aarch64_bin-symbols.tar.gz,macos,aarch64,jdk,0
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_macos-aarch64_bin.dmg,macos,aarch64,jdk,2
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_macos-aarch64_bin.tar.gz,macos,aarch64,jdk,1
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_macos-x64_bin-symbols.tar.gz,macos,x64,jdk,0
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_macos-x64_bin.dmg,macos,x64,jdk,1
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_macos-x64_bin.tar.gz,macos,x64,jdk,1
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_windows-x64_bin-symbols.tar.gz,windows,x64,jdk,0
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jdk-23_windows-x64_bin.zip,windows,x64,jdk,1
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jre-23_aix-ppc64_bin.tar.gz,aix,,jre,1
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jre-23_linux-aarch64_bin.tar.gz,linux,aarch64,jre,1
a1d3be58-c846-40f4-ac97-8f491dde2f61,2024-09-18 08:41:12,sapmachine-23,175599109,False,sapmachine-jre-23_linux-ppc64le_bin.tar.gz,linux,ppc64le,jre,1
