timestamp,release_name,release_id,is_prerelease,asset_name,os_name,architecture,java_type,total_downloads
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_aix-ppc64_bin-symbols.tar.gz,aix,ppc64,jdk,0
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_aix-ppc64_bin.tar.gz,aix,ppc64,jdk,17
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_linux-aarch64_bin-symbols.tar.gz,linux,aarch64,jdk,0
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_linux-aarch64_bin.tar.gz,linux,aarch64,jdk,17
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_linux-ppc64le_bin-symbols.tar.gz,linux,ppc64,jdk,0
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_linux-ppc64le_bin.tar.gz,linux,ppc64,jdk,17
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_linux-x64-musl_bin-symbols.tar.gz,alpine,x64,jdk,2
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_linux-x64-musl_bin.tar.gz,alpine,x64,jdk,21
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_linux-x64_bin-symbols.tar.gz,linux,x64,jdk,0
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_linux-x64_bin.tar.gz,linux,x64,jdk,208
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_macos-aarch64_bin-symbols.tar.gz,macos,aarch64,jdk,0
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_macos-aarch64_bin.dmg,macos,aarch64,jdk,19
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_macos-aarch64_bin.tar.gz,macos,aarch64,jdk,303
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_macos-x64_bin-symbols.tar.gz,macos,x64,jdk,0
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_macos-x64_bin.dmg,macos,x64,jdk,17
2026-01-06T00:17:41+00:00,sapmachine-21.0.10+6,273506287,True,sapmachine-jdk-21.0.10-ea.6_macos-x64_bin.tar.gz,macos,x64,jdk,17
